category,price,discount,views,cart_adds,rating,device,purchased
Electronics,803.41,0.34,1,0,3.9,Tablet,0
Books,655.41,0.43,5,2,3.8,Tablet,0
Books,882.58,0.19,2,1,4.2,Tablet,0
Beauty,504.07,0.43,3,0,4.4,Desktop,0
Books,563.86,0.21,5,1,3.3,Tablet,1
Clothing,848.55,0.43,8,4,3.7,Tablet,0
Home,871.54,0.11,4,1,4.1,Mobile,0
Beauty,341.79,0.33,2,0,3.2,Mobile,0
Electronics,683.27,0.1,3,0,4.0,Desktop,0
Home,315.33,0.22,1,1,3.9,Desktop,0
Home,32.49,0.41,1,0,3.6,Tablet,0
Electronics,505.75,0.46,4,0,2.9,Desktop,0
Books,513.93,0.05,4,1,2.6,Desktop,0
Books,920.95,0.47,1,1,3.7,Mobile,0
Clothing,790.72,0.41,1,1,4.5,Mobile,1
Electronics,567.71,0.32,5,1,4.9,Desktop,0
Clothing,953.53,0.34,1,0,3.0,Desktop,0
Clothing,263.98,0.24,2,1,3.4,Desktop,0
Electronics,549.51,0.27,4,2,2.9,Desktop,1
Home,410.3,0.5,1,0,3.2,Tablet,1
Home,279.35,0.4,3,1,4.0,Tablet,1
Home,272.4,0.26,3,3,3.2,Tablet,0
Beauty,359.58,0.1,5,2,4.0,Tablet,1
Beauty,173.99,0.05,3,0,3.7,Desktop,0
Home,775.39,0.36,4,0,3.8,Tablet,0
Electronics,583.88,0.26,3,1,2.6,Desktop,0
Electronics,364.99,0.09,6,1,4.3,Desktop,1
Books,886.01,0.03,3,0,4.3,Desktop,0
Electronics,924.95,0.41,2,0,3.7,Desktop,0
Beauty,644.57,0.35,2,1,4.5,Tablet,1
Clothing,563.82,0.35,4,2,4.4,Tablet,1
Home,473.19,0.05,0,0,2.8,Desktop,0
Home,849.89,0.12,5,2,3.9,Mobile,0
Clothing,157.34,0.37,2,0,3.8,Tablet,0
Beauty,223.66,0.33,2,1,4.1,Desktop,1
Clothing,213.71,0.1,4,2,2.5,Tablet,1
Books,254.26,0.16,4,1,4.1,Mobile,0
Clothing,735.48,0.47,1,0,3.5,Mobile,0
Home,173.93,0.29,4,0,3.2,Tablet,0
Beauty,39.23,0.21,1,0,3.1,Tablet,1
Home,545.4,0.49,3,1,4.6,Tablet,1
Beauty,147.7,0.45,2,0,4.5,Mobile,0
Home,407.49,0.15,2,1,2.5,Desktop,0
Electronics,382.55,0.42,5,1,4.3,Desktop,0
Books,24.93,0.07,3,0,3.6,Mobile,0
Home,733.44,0.34,4,1,3.1,Tablet,0
Home,314.69,0.25,5,1,4.6,Desktop,1
Electronics,681.01,0.28,2,0,3.8,Desktop,0
Books,868.49,0.32,0,0,4.3,Mobile,0
Books,300.86,0.13,3,1,2.9,Desktop,1
Home,590.54,0.27,5,2,4.9,Mobile,1
Clothing,660.04,0.04,6,1,3.5,Mobile,0
Beauty,180.73,0.27,1,0,5.0,Tablet,0
Beauty,473.08,0.13,3,2,2.8,Desktop,0
Electronics,145.11,0.46,1,1,4.7,Tablet,1
Home,224.03,0.42,5,1,2.8,Mobile,0
Home,423.97,0.1,3,1,4.3,Mobile,0
Home,818.73,0.23,2,0,3.7,Mobile,0
Books,116.64,0.5,3,1,4.1,Mobile,1
Beauty,844.22,0.12,2,0,3.3,Mobile,0
Electronics,876.92,0.29,2,2,4.7,Tablet,0
Beauty,219.2,0.14,4,2,4.7,Mobile,1
Clothing,815.79,0.46,3,1,3.9,Desktop,0
Books,688.84,0.16,2,0,3.0,Mobile,0
Clothing,938.43,0.48,1,1,5.0,Desktop,0
Beauty,126.64,0.44,1,1,3.6,Mobile,1
Clothing,984.22,0.09,3,0,3.2,Desktop,0
Electronics,223.09,0.34,3,1,3.8,Desktop,0
Electronics,57.39,0.07,2,0,4.0,Desktop,0
Clothing,486.48,0.41,4,2,4.0,Tablet,0
Beauty,781.81,0.16,3,0,3.0,Desktop,0
Clothing,26.28,0.47,1,0,3.1,Desktop,0
Electronics,459.61,0.21,2,2,3.0,Mobile,0
Books,23.34,0.07,3,1,4.7,Tablet,0
Beauty,491.83,0.37,1,0,2.6,Mobile,1
Clothing,845.88,0.3,3,2,5.0,Desktop,0
Home,936.39,0.45,4,2,2.8,Desktop,0
Books,384.43,0.09,3,2,2.9,Mobile,1
Home,593.42,0.27,3,2,3.1,Desktop,0
Clothing,473.88,0.44,4,0,2.7,Mobile,0
Clothing,376.4,0.44,5,2,2.9,Mobile,1
Clothing,863.82,0.22,4,2,3.4,Mobile,1
Beauty,77.62,0.43,4,3,3.7,Desktop,1
Beauty,314.49,0.16,2,1,4.7,Desktop,1
Home,225.56,0.11,5,1,3.3,Tablet,1
Electronics,725.39,0.09,4,0,4.1,Mobile,0
Clothing,367.34,0.22,2,1,4.2,Desktop,1
Clothing,150.13,0.48,1,0,4.5,Mobile,0
Electronics,145.89,0.19,3,1,3.5,Mobile,0
Clothing,260.45,0.12,2,1,3.0,Tablet,0
Clothing,259.36,0.15,6,3,4.8,Mobile,0
Beauty,203.46,0.13,4,0,4.0,Mobile,1
Home,275.1,0.15,2,0,2.9,Tablet,0
Beauty,126.66,0.09,5,0,3.8,Tablet,1
Beauty,471.39,0.2,3,1,4.9,Mobile,0
Electronics,32.96,0.49,2,1,4.6,Mobile,1
Books,150.64,0.07,3,2,2.7,Tablet,0
Beauty,411.23,0.15,4,2,3.1,Tablet,1
Home,644.96,0.44,1,0,3.4,Desktop,0
Books,468.86,0.33,1,1,4.2,Desktop,1
Beauty,684.42,0.38,6,4,2.8,Mobile,0
Home,721.78,0.35,4,2,4.0,Mobile,0
Beauty,112.99,0.26,4,0,3.4,Tablet,1
Clothing,418.72,0.48,1,1,2.6,Tablet,0
Clothing,980.42,0.31,3,2,2.9,Tablet,0
Electronics,214.82,0.12,2,1,4.7,Tablet,0
Books,970.94,0.39,3,1,3.4,Tablet,0
Beauty,933.83,0.02,6,2,4.4,Desktop,0
Clothing,397.89,0.3,0,0,4.4,Tablet,1
Home,262.21,0.14,2,0,2.8,Mobile,0
Home,595.29,0.09,5,2,2.7,Tablet,1
Clothing,489.51,0.4,7,3,3.2,Mobile,0
Books,24.21,0.48,2,0,3.0,Desktop,0
Electronics,466.16,0.3,2,0,3.3,Mobile,0
Beauty,864.03,0.08,0,0,3.6,Desktop,0
Electronics,834.06,0.4,2,1,4.2,Tablet,0
Home,333.69,0.27,1,0,3.7,Mobile,0
Clothing,841.72,0.07,5,1,3.1,Mobile,1
Clothing,609.29,0.0,3,1,3.6,Mobile,0
Books,218.69,0.09,3,1,4.9,Mobile,1
Beauty,486.63,0.26,4,2,2.9,Desktop,0
Home,292.93,0.32,2,0,2.8,Desktop,0
Books,750.99,0.04,2,0,3.6,Tablet,0
Beauty,730.59,0.35,2,0,3.5,Desktop,0
Clothing,706.3,0.15,1,0,3.9,Desktop,0
Clothing,228.3,0.26,2,2,3.7,Tablet,1
Books,412.45,0.08,5,0,2.7,Desktop,0
Clothing,498.88,0.24,2,0,4.4,Tablet,0
Books,976.73,0.11,3,3,4.0,Desktop,0
Clothing,564.09,0.22,4,0,3.7,Tablet,0
Books,74.24,0.08,8,2,4.7,Mobile,0
Clothing,958.95,0.14,2,0,2.9,Mobile,0
Electronics,413.66,0.42,7,2,4.0,Mobile,0
Electronics,976.01,0.47,2,1,4.7,Desktop,0
Books,100.12,0.22,3,2,3.6,Mobile,0
Books,303.19,0.14,3,0,4.8,Desktop,0
Books,213.38,0.47,2,1,3.6,Mobile,0
Electronics,196.97,0.1,3,2,4.1,Mobile,1
Clothing,739.15,0.27,4,0,3.4,Mobile,0
Books,228.97,0.27,2,0,2.8,Desktop,0
Home,655.3,0.07,1,0,3.1,Mobile,0
Clothing,440.84,0.39,2,1,2.7,Mobile,0
Home,630.19,0.29,4,0,2.8,Mobile,0
Electronics,888.87,0.4,2,1,4.7,Tablet,1
Books,711.28,0.34,7,0,4.5,Tablet,0
Beauty,446.49,0.01,0,0,4.6,Mobile,0
Beauty,944.63,0.09,6,1,4.6,Desktop,0
Clothing,786.07,0.23,3,0,3.4,Mobile,0
Electronics,646.86,0.18,1,1,2.7,Tablet,0
Home,529.06,0.46,0,0,4.4,Mobile,1
Electronics,899.23,0.3,2,0,2.7,Desktop,0
Beauty,114.51,0.3,1,0,2.7,Mobile,0
Clothing,559.18,0.07,3,0,3.4,Desktop,0
Home,494.7,0.17,3,0,3.6,Tablet,0
Electronics,804.74,0.44,3,3,4.6,Tablet,1
Electronics,173.62,0.24,3,0,4.4,Mobile,0
Clothing,66.23,0.43,5,2,4.2,Desktop,0
Beauty,393.56,0.26,3,0,3.9,Desktop,1
Books,986.61,0.46,2,0,3.4,Desktop,0
Books,618.65,0.16,6,0,3.2,Mobile,0
Books,990.14,0.16,2,0,4.6,Mobile,0
Home,938.65,0.01,3,1,3.8,Tablet,0
Books,454.88,0.26,2,1,2.9,Desktop,1
Home,338.18,0.46,4,1,4.2,Tablet,0
Books,311.21,0.06,4,1,4.1,Mobile,0
Clothing,759.86,0.3,2,1,3.2,Mobile,0
Beauty,884.37,0.35,2,0,2.9,Tablet,0
Home,206.67,0.06,3,1,4.6,Desktop,1
Beauty,594.74,0.47,4,1,3.0,Tablet,1
Electronics,93.57,0.14,6,3,4.2,Mobile,1
Clothing,384.24,0.39,5,1,3.3,Mobile,1
Home,124.24,0.44,4,1,3.5,Tablet,1
Electronics,534.57,0.38,7,1,3.9,Desktop,1
Beauty,478.41,0.42,6,2,2.8,Desktop,1
Electronics,555.27,0.32,3,2,2.9,Mobile,1
Clothing,780.81,0.06,1,0,3.3,Desktop,0
Books,53.38,0.34,3,2,4.5,Mobile,1
Home,287.62,0.06,4,1,4.2,Mobile,0
Electronics,402.14,0.4,7,4,4.5,Mobile,0
Clothing,375.26,0.3,2,0,3.8,Desktop,0
Home,164.76,0.34,1,0,4.7,Desktop,1
Clothing,891.6,0.3,2,0,3.6,Tablet,0
Books,412.8,0.25,2,0,4.6,Desktop,0
Home,572.79,0.44,0,0,3.5,Mobile,0
Books,461.44,0.49,1,1,4.7,Desktop,1
Beauty,836.63,0.37,1,0,4.6,Desktop,0
Home,880.17,0.29,4,3,3.6,Mobile,0
Beauty,675.47,0.11,2,0,4.3,Mobile,1
Books,940.65,0.07,1,0,4.6,Mobile,0
Beauty,102.53,0.06,2,1,3.2,Desktop,1
Beauty,500.83,0.41,5,3,3.2,Mobile,1
Clothing,671.44,0.13,7,3,3.1,Mobile,0
Home,367.68,0.49,5,1,4.7,Mobile,1
Electronics,863.11,0.11,2,0,3.1,Desktop,0
Books,764.52,0.01,2,1,3.0,Mobile,1
Clothing,687.8,0.02,3,1,4.7,Tablet,1
Books,207.58,0.14,1,0,4.7,Desktop,1
Clothing,399.14,0.29,2,0,3.0,Tablet,0
Clothing,295.47,0.27,2,2,3.2,Desktop,0
Clothing,782.93,0.12,4,1,2.7,Tablet,0
Home,23.23,0.13,2,1,4.8,Desktop,1
Home,653.69,0.46,3,0,4.9,Tablet,0
Beauty,998.28,0.02,3,0,4.5,Tablet,0
Home,137.02,0.41,3,2,4.0,Mobile,0
Books,335.57,0.21,4,0,3.9,Mobile,0
Home,696.85,0.37,3,1,3.6,Tablet,0
Electronics,585.47,0.24,4,0,4.5,Desktop,0
Beauty,863.21,0.1,4,2,4.9,Mobile,1
Books,990.67,0.13,1,1,4.6,Mobile,1
Electronics,699.49,0.19,2,1,3.3,Desktop,0
Clothing,369.47,0.32,1,1,4.0,Tablet,1
Electronics,474.48,0.43,2,0,4.1,Desktop,0
Electronics,147.59,0.22,4,2,3.7,Desktop,1
Books,866.31,0.08,0,0,2.8,Tablet,0
Home,197.05,0.4,4,1,2.7,Desktop,0
Beauty,184.39,0.45,4,3,3.0,Desktop,1
Clothing,229.85,0.32,4,1,4.2,Desktop,1
Home,190.47,0.28,3,1,2.9,Desktop,1
Electronics,903.82,0.0,4,1,3.9,Desktop,1
Clothing,611.47,0.1,4,1,5.0,Desktop,0
Books,771.87,0.06,0,0,3.2,Desktop,0
Clothing,712.11,0.49,7,3,4.6,Mobile,1
Books,506.41,0.34,2,0,3.6,Desktop,0
Clothing,130.09,0.24,4,4,3.7,Tablet,1
Clothing,715.75,0.16,2,0,2.9,Tablet,0
Clothing,15.51,0.34,2,1,4.9,Desktop,1
Books,246.78,0.12,4,1,3.8,Tablet,0
Home,490.78,0.2,3,2,3.8,Tablet,0
Clothing,528.88,0.27,2,0,4.7,Desktop,0
Electronics,959.4,0.0,0,0,2.9,Desktop,0
Books,425.94,0.26,10,5,4.3,Tablet,1
Beauty,810.65,0.48,2,1,3.3,Mobile,0
Clothing,672.38,0.18,3,1,4.6,Tablet,1
Electronics,186.68,0.31,1,0,4.0,Tablet,0
Clothing,378.3,0.24,7,2,4.4,Mobile,1
Electronics,997.9,0.17,6,2,3.5,Mobile,0
Beauty,232.18,0.19,1,0,4.8,Desktop,1
Home,544.84,0.1,2,1,2.6,Desktop,0
Electronics,487.68,0.33,4,1,3.4,Desktop,1
Clothing,640.68,0.1,4,1,3.4,Tablet,0
Books,276.3,0.0,4,1,2.5,Desktop,0
Clothing,918.6,0.19,5,0,2.8,Desktop,0
Books,15.55,0.43,1,0,3.0,Desktop,0
Home,45.32,0.33,5,0,4.6,Tablet,0
Electronics,235.28,0.13,4,2,4.8,Mobile,1
Clothing,803.21,0.26,4,3,3.1,Tablet,0
Books,321.2,0.16,6,1,3.7,Desktop,1
Books,628.23,0.22,2,0,4.2,Desktop,0
Electronics,45.79,0.44,2,0,3.9,Tablet,0
Electronics,472.98,0.35,3,0,4.9,Tablet,0
Clothing,205.43,0.5,2,1,3.1,Mobile,1
Home,550.23,0.08,4,2,4.1,Mobile,0
Home,59.47,0.39,1,0,2.7,Desktop,0
Books,674.04,0.24,1,0,3.0,Desktop,0
Beauty,81.89,0.17,3,1,3.5,Tablet,0
Home,62.77,0.43,7,2,3.0,Mobile,1
Electronics,39.55,0.35,3,3,4.5,Tablet,1
Books,791.11,0.11,6,1,3.0,Mobile,0
Clothing,418.71,0.15,0,0,4.4,Tablet,0
Electronics,645.42,0.12,0,0,4.5,Desktop,0
Electronics,106.42,0.03,7,3,3.0,Desktop,0
Clothing,517.41,0.16,3,2,3.0,Desktop,0
Beauty,466.01,0.33,4,1,2.8,Mobile,1
Beauty,115.66,0.02,4,1,2.8,Mobile,0
Books,205.52,0.17,4,2,4.2,Mobile,0
Beauty,565.76,0.37,3,1,4.3,Desktop,1
Electronics,430.95,0.42,5,3,2.8,Mobile,1
Books,679.61,0.2,0,0,3.9,Desktop,0
Electronics,753.76,0.23,3,2,4.5,Desktop,0
Home,147.58,0.01,2,1,3.1,Mobile,0
Beauty,248.59,0.19,1,0,3.4,Tablet,0
Clothing,624.18,0.23,5,4,3.3,Desktop,0
Home,8.36,0.1,3,1,2.9,Mobile,0
Electronics,785.44,0.13,4,1,2.5,Mobile,0
Clothing,77.47,0.47,2,2,2.8,Tablet,0
Home,236.54,0.02,3,1,2.9,Desktop,0
Clothing,708.5,0.12,5,0,3.5,Desktop,0
Books,477.55,0.3,1,1,4.9,Tablet,1
Clothing,542.3,0.35,4,0,2.7,Tablet,0
Books,962.92,0.08,7,3,4.7,Desktop,0
Home,553.01,0.13,1,0,4.7,Tablet,0
Clothing,236.7,0.28,3,1,3.5,Mobile,1
Clothing,259.83,0.44,4,1,4.7,Desktop,1
Home,650.6,0.31,3,1,4.9,Mobile,1
Beauty,733.73,0.17,6,1,3.4,Desktop,0
Home,814.73,0.41,3,2,3.7,Mobile,1
Home,892.42,0.32,3,0,3.7,Mobile,1
Books,46.18,0.02,3,1,3.1,Tablet,1
Books,119.68,0.15,5,0,3.0,Desktop,0
Clothing,52.14,0.45,4,1,4.2,Mobile,0
Beauty,38.12,0.25,2,0,4.2,Tablet,1
Electronics,934.2,0.02,4,2,4.7,Mobile,1
Clothing,236.62,0.13,1,0,4.8,Desktop,1
Beauty,250.03,0.47,4,1,3.9,Mobile,0
Home,928.49,0.12,1,1,2.9,Desktop,1
Electronics,371.29,0.02,2,0,2.6,Mobile,0
Electronics,255.96,0.44,3,0,3.9,Desktop,1
Beauty,921.43,0.03,1,0,3.0,Tablet,0
Clothing,85.32,0.49,4,1,4.4,Mobile,1
Books,601.94,0.12,2,0,4.8,Desktop,0
Electronics,659.18,0.44,5,2,3.8,Tablet,1
Home,965.0,0.29,1,0,4.3,Mobile,0
Beauty,9.38,0.0,1,1,3.1,Desktop,1
Books,524.44,0.19,0,0,3.3,Desktop,0
Electronics,547.06,0.49,5,1,4.5,Desktop,0
Books,257.2,0.44,3,1,3.9,Tablet,1
Clothing,393.61,0.05,1,1,3.4,Tablet,0
Books,259.23,0.36,4,2,2.6,Mobile,0
Clothing,29.34,0.18,1,0,2.6,Mobile,0
Clothing,207.27,0.05,1,0,4.9,Desktop,0
Home,180.19,0.13,2,1,3.1,Desktop,0
Home,758.0,0.42,6,1,4.7,Tablet,0
Books,393.69,0.24,2,1,2.5,Mobile,0
Clothing,51.22,0.08,2,2,4.6,Mobile,1
Home,344.23,0.15,3,1,3.8,Mobile,1
Home,211.15,0.08,4,2,3.3,Desktop,0
Books,454.6,0.1,3,2,4.2,Tablet,0
Electronics,160.8,0.09,3,0,3.6,Desktop,0
Beauty,603.66,0.3,5,2,2.6,Mobile,1
Clothing,824.61,0.29,4,1,2.6,Desktop,0
Electronics,687.61,0.13,1,1,3.4,Mobile,1
Home,990.0,0.34,4,1,4.7,Desktop,1
Beauty,995.21,0.04,5,1,3.6,Desktop,0
Beauty,127.79,0.25,4,1,3.4,Desktop,1
Books,474.16,0.47,5,0,4.3,Desktop,0
Books,503.52,0.3,2,0,3.5,Mobile,0
Home,50.69,0.17,1,0,2.6,Desktop,1
Home,92.01,0.01,5,2,4.9,Mobile,1
Home,340.79,0.19,5,2,2.9,Mobile,0
Beauty,716.78,0.35,6,3,4.3,Mobile,0
Beauty,240.07,0.45,4,1,4.1,Tablet,1
Clothing,153.6,0.18,3,0,3.0,Mobile,0
Clothing,730.39,0.12,7,0,4.3,Desktop,1
Books,638.76,0.37,5,1,2.5,Mobile,0
Beauty,318.18,0.49,3,1,4.2,Mobile,0
Beauty,517.68,0.49,1,0,4.6,Tablet,0
Beauty,361.85,0.37,4,0,3.3,Tablet,0
Home,92.84,0.1,2,2,2.7,Mobile,0
Home,518.65,0.44,1,0,3.4,Tablet,0
Clothing,312.78,0.31,2,0,4.9,Tablet,0
Beauty,14.83,0.17,4,1,2.9,Tablet,0
Clothing,609.87,0.19,7,2,2.7,Mobile,1
Electronics,600.73,0.22,4,1,4.2,Desktop,0
Beauty,684.29,0.2,2,1,2.7,Mobile,1
Beauty,858.22,0.45,3,2,2.7,Desktop,0
Beauty,754.68,0.12,1,1,2.9,Desktop,0
Books,875.39,0.29,4,2,2.9,Tablet,1
Books,580.36,0.45,4,0,3.4,Tablet,0
Beauty,507.28,0.11,1,1,3.3,Mobile,1
Home,652.23,0.34,2,0,4.5,Mobile,0
Home,906.01,0.27,2,1,3.9,Desktop,0
Books,624.76,0.13,3,0,3.3,Tablet,0
Books,633.77,0.22,4,1,2.9,Mobile,0
Beauty,973.84,0.24,3,0,5.0,Desktop,0
Clothing,59.35,0.25,1,0,2.9,Mobile,0
Books,79.24,0.2,0,0,3.8,Desktop,1
Books,108.81,0.0,3,0,3.5,Mobile,0
Electronics,896.39,0.37,4,1,4.2,Tablet,1
Home,818.78,0.19,2,0,3.4,Tablet,0
Beauty,654.87,0.22,1,0,4.1,Mobile,0
Electronics,405.98,0.36,4,4,3.0,Tablet,0
Electronics,416.78,0.29,2,1,4.2,Tablet,0
Home,815.69,0.21,6,1,4.0,Tablet,1
Home,398.64,0.26,2,1,4.1,Tablet,1
Clothing,622.01,0.3,2,0,4.7,Mobile,1
Home,503.87,0.3,3,1,2.6,Tablet,1
Clothing,621.32,0.37,4,2,4.1,Desktop,0
Beauty,616.31,0.21,2,0,4.8,Tablet,0
Clothing,88.97,0.2,5,0,3.1,Tablet,0
Electronics,62.91,0.44,2,0,3.8,Mobile,0
Electronics,724.38,0.19,3,2,4.1,Desktop,0
Clothing,458.08,0.13,4,1,4.8,Mobile,0
Electronics,800.51,0.25,4,0,3.0,Mobile,0
Clothing,432.07,0.5,1,0,4.6,Desktop,0
Beauty,875.4,0.44,4,0,3.1,Desktop,0
Home,727.45,0.24,5,2,4.2,Mobile,0
Clothing,209.06,0.36,3,0,3.5,Desktop,0
Books,366.98,0.35,2,1,2.9,Desktop,0
Beauty,516.6,0.34,1,0,4.0,Tablet,1
Beauty,313.69,0.25,1,0,3.7,Mobile,0
Beauty,345.52,0.09,7,2,3.8,Tablet,0
Home,789.77,0.34,2,0,4.4,Tablet,0
Beauty,899.38,0.39,3,0,3.3,Tablet,0
Beauty,903.6,0.04,1,1,2.9,Desktop,0
Electronics,897.57,0.01,5,2,3.2,Tablet,0
Home,272.21,0.22,4,2,4.2,Tablet,0
Clothing,523.4,0.31,1,0,3.1,Tablet,0
Beauty,575.9,0.38,3,2,3.4,Tablet,0
Clothing,625.06,0.17,5,1,4.0,Mobile,1
Electronics,266.83,0.23,3,0,4.8,Tablet,0
Clothing,490.77,0.23,4,2,4.3,Desktop,0
Books,979.13,0.12,2,0,4.4,Tablet,0
Beauty,371.88,0.1,2,2,3.6,Tablet,0
Electronics,768.38,0.31,8,4,3.7,Desktop,0
Books,499.86,0.35,3,1,3.1,Tablet,1
Home,65.48,0.05,2,1,3.7,Desktop,1
Clothing,200.75,0.08,3,0,3.0,Tablet,0
Electronics,473.94,0.27,1,0,3.8,Tablet,0
Clothing,141.07,0.41,6,4,4.3,Mobile,1
Electronics,611.25,0.06,3,1,4.3,Desktop,0
Home,471.55,0.01,5,1,3.6,Mobile,0
Home,486.09,0.42,1,1,4.0,Desktop,1
Books,761.24,0.1,2,0,3.2,Desktop,0
Beauty,35.95,0.26,1,1,4.3,Desktop,1
Beauty,675.29,0.45,0,0,4.5,Tablet,0
Electronics,958.02,0.37,4,1,3.1,Mobile,0
Books,740.59,0.46,2,1,3.9,Mobile,0
Beauty,260.2,0.26,4,2,4.8,Desktop,0
Books,337.33,0.02,4,2,4.3,Tablet,1
Clothing,829.55,0.37,5,1,3.9,Tablet,1
Home,226.69,0.5,3,0,3.9,Tablet,0
Electronics,211.28,0.47,1,0,2.6,Desktop,0
Books,116.72,0.22,2,0,2.6,Desktop,1
Books,458.45,0.5,6,2,4.1,Tablet,0
Electronics,156.93,0.09,4,3,3.5,Desktop,1
Home,810.43,0.31,3,1,3.1,Tablet,1
Books,309.49,0.1,2,0,2.6,Tablet,0
Home,407.77,0.14,0,0,4.7,Desktop,0
Beauty,167.06,0.27,6,1,2.8,Tablet,1
Books,242.23,0.0,3,0,3.0,Desktop,0
Home,140.77,0.28,2,1,4.0,Tablet,0
Electronics,771.92,0.33,4,1,3.3,Desktop,0
Books,608.06,0.0,5,1,3.9,Tablet,1
Electronics,969.55,0.4,6,1,3.9,Tablet,0
Books,843.73,0.29,1,0,3.0,Tablet,0
Clothing,750.64,0.22,1,0,3.7,Desktop,0
Books,498.5,0.49,2,0,3.0,Tablet,0
Clothing,603.55,0.38,2,0,4.6,Desktop,1
Clothing,6.14,0.14,6,2,4.7,Tablet,1
Home,8.53,0.31,0,0,3.8,Tablet,0
Electronics,787.24,0.13,4,3,2.5,Mobile,0
Electronics,18.92,0.37,4,1,4.2,Mobile,1
Clothing,782.14,0.36,2,0,3.2,Tablet,0
Clothing,229.82,0.46,6,1,3.3,Desktop,1
Clothing,816.11,0.18,5,1,3.4,Mobile,0
Beauty,478.6,0.39,5,4,3.4,Tablet,1
Beauty,980.55,0.35,1,1,4.4,Tablet,1
Books,883.64,0.21,3,1,2.9,Tablet,0
Home,354.7,0.32,1,1,4.3,Desktop,1
Clothing,31.21,0.49,4,0,3.7,Tablet,0
Books,934.41,0.27,3,0,2.8,Tablet,0
Electronics,77.23,0.0,5,4,3.2,Desktop,1
Electronics,362.78,0.07,2,2,3.3,Desktop,1
Home,107.3,0.16,3,0,4.0,Mobile,1
Books,892.77,0.35,2,0,3.8,Mobile,0
Beauty,90.28,0.07,0,0,2.5,Tablet,0
Electronics,606.69,0.24,4,1,4.2,Tablet,0
Electronics,106.65,0.45,2,1,3.5,Tablet,0
Electronics,143.05,0.2,1,0,4.2,Desktop,0
Books,904.46,0.44,6,1,4.6,Mobile,1
Home,521.05,0.39,7,2,2.8,Desktop,1
Home,921.68,0.13,2,2,4.1,Mobile,0
Books,730.86,0.3,7,2,4.5,Desktop,1
Clothing,71.82,0.37,2,1,3.3,Mobile,0
Books,947.47,0.44,5,1,4.5,Desktop,0
Books,659.91,0.06,1,0,2.7,Tablet,0
Books,447.16,0.02,4,1,3.9,Desktop,0
Clothing,37.75,0.3,6,3,4.4,Desktop,0
Electronics,641.4,0.23,1,0,3.7,Desktop,0
Home,525.03,0.17,3,1,3.4,Tablet,0
Electronics,570.05,0.42,2,2,2.7,Desktop,1
Books,450.85,0.49,3,1,3.8,Mobile,0
Electronics,713.83,0.06,3,1,3.2,Desktop,0
Home,707.12,0.06,5,1,3.2,Mobile,0
Beauty,569.98,0.5,3,1,2.9,Desktop,0
Books,972.5,0.37,0,0,4.7,Desktop,0
Electronics,839.0,0.24,4,0,2.8,Desktop,0
Home,743.07,0.47,1,0,4.0,Mobile,0
Electronics,184.48,0.24,4,1,3.5,Desktop,0
Books,357.85,0.02,2,0,4.3,Mobile,0
Home,333.64,0.36,2,1,4.5,Desktop,1
Books,494.93,0.48,2,0,3.6,Desktop,1
Home,558.02,0.4,3,1,3.4,Tablet,1
Home,825.34,0.36,2,0,4.6,Desktop,0
Books,29.91,0.22,5,1,4.9,Desktop,1
Clothing,165.57,0.34,6,2,4.1,Mobile,1
Electronics,516.02,0.33,3,2,4.9,Mobile,1
Books,459.01,0.01,3,0,3.0,Desktop,0
Clothing,996.84,0.43,0,0,2.6,Mobile,0
Electronics,231.58,0.23,4,1,2.7,Desktop,0
Clothing,295.91,0.08,1,0,3.2,Tablet,0
Beauty,49.59,0.48,4,1,3.7,Mobile,0
Electronics,123.48,0.08,4,1,3.1,Tablet,0
Electronics,574.75,0.46,7,2,3.5,Mobile,1
Home,124.78,0.06,3,0,4.2,Desktop,0
Beauty,917.71,0.06,2,0,3.3,Mobile,0
Electronics,854.43,0.38,2,1,4.5,Mobile,0
Beauty,964.64,0.44,4,1,3.5,Mobile,0
Electronics,267.26,0.38,1,0,4.7,Mobile,1
Beauty,938.49,0.04,2,0,3.4,Desktop,0
Electronics,404.22,0.21,1,0,2.7,Tablet,0
Electronics,187.08,0.22,3,0,4.3,Desktop,1
Books,324.22,0.04,4,2,4.8,Mobile,0
Clothing,596.9,0.26,0,0,3.9,Tablet,0
Clothing,345.37,0.47,5,1,4.7,Desktop,0
Beauty,333.18,0.03,6,3,4.6,Tablet,0
Beauty,627.74,0.35,5,2,3.9,Desktop,1
Books,65.8,0.42,3,2,2.9,Desktop,1
Beauty,669.06,0.44,3,2,4.7,Desktop,1
Home,738.42,0.4,7,1,4.8,Desktop,1
Electronics,377.68,0.14,3,2,3.4,Tablet,1
Home,971.25,0.29,1,0,3.8,Mobile,0
Electronics,317.45,0.25,5,1,4.4,Tablet,1
Home,853.04,0.07,7,2,4.1,Desktop,0
Beauty,519.76,0.1,5,1,2.9,Mobile,0
Beauty,942.79,0.49,1,0,4.6,Mobile,1
Home,542.21,0.36,1,0,3.6,Mobile,0
Home,435.01,0.36,0,0,3.3,Desktop,0
Home,742.73,0.02,6,0,3.6,Desktop,0
Beauty,915.7,0.14,4,0,3.0,Tablet,0
Home,70.36,0.38,3,0,3.1,Tablet,0
Electronics,433.82,0.07,2,0,4.1,Tablet,1
Books,819.87,0.18,2,1,4.2,Desktop,0
Electronics,171.12,0.01,1,0,2.9,Tablet,0
